"Site","Quadrat","Year","Depth metres","Temperature celsius","Sand %","Macroalgae %","Microalgae %","Corals %"
"LTER04","Q2.4",2013,"10",27.2654407341126,0,0.5,87.2,11.7
"LTER05","Q2.4",2013,"10",27.3269287862064,0,26.5,69.7,0.5
"LTER06","Q2.4",2013,"10",27.3451215423303,0,0.6,77.8,20.7
"LTER01","Q2.4",2014,"10",NA,0,4.3,65.8,29.9
"LTER02","Q2.4",2014,"10",27.747353243686,0,4.3,64.9,30.8
"LTER03","Q2.4",2014,"10",27.9348737850972,0,2.2,82.1,7.5
"LTER04","Q2.4",2014,"10",27.6346662099414,0,0,76.1,21.2
"LTER05","Q2.4",2014,"10",27.7041951200944,0,0.5,87.5,3.8
"LTER06","Q2.4",2014,"10",27.6953348554033,0,0.5,70.7,28.2
"LTER01","Q2.4",2015,"10",NA,0,1.1,35.1,63.3
"LTER02","Q2.4",2015,"10",27.9228713888783,0.6,0.6,45,53.2
"LTER03","Q2.4",2015,"10",NA,0.6,12.2,72.9,12.1
"LTER04","Q2.4",2015,"10",27.8291361455875,0,0,79.8,18.4
"LTER05","Q2.4",2015,"10",27.793423803411,0,1.7,75.1,8.6
"LTER06","Q2.4",2015,"10",27.8670479199178,1.7,3.3,56.4,36.6
"LTER01","Q2.4",2016,"10",NA,0,2.4,15.8,81.2
"LTER02","Q2.4",2016,"10",28.1007888543011,0,0.5,34.8,63.1
"LTER03","Q2.4",2016,"10",27.7674599448923,15.1,12.5,45.3,21.3
"LTER04","Q2.4",2016,"10",27.9693481149626,2.2,0,56.5,34.9
"LTER05","Q2.4",2016,"10",28.0589241998023,0.6,1.7,72.3,11.3
"LTER06","Q2.4",2016,"10",28.0814179954442,8.3,1.1,36.5,50.9
"LTER01","Q2.4",2017,"10",NA,0,0,20.2,76.3
"LTER02","Q2.4",2017,"10",28.0340834507176,0,0,22.4,70
"LTER03","Q2.4",2017,"10",27.9730252613905,5.7,9.2,49.4,20.1
"LTER04","Q2.4",2017,"10",27.9515416238438,0,0.5,44.5,37.9
"LTER05","Q2.4",2017,"10",27.9874088035945,0,0,66.9,4.8
"LTER06","Q2.4",2017,"10",28.3205312733329,1.1,3.4,40.8,47.5
"LTER01","Q2.4",2018,"10",NA,0,0,16.2,82.7
"LTER02","Q2.4",2018,"10",28.4551836201598,0.5,0.5,14.2,72.1
"LTER03","Q2.4",2018,"10",28.1429816122747,2.2,12.5,35.3,33.1
"LTER04","Q2.4",2018,"10",27.8401507058375,0.5,0,29.1,66.9
"LTER05","Q2.4",2018,"10",27.8926620652837,2.1,0,60.6,16
"LTER06","Q2.4",2018,"10",27.4123889271993,2.2,2.2,24.9,57.3
"LTER01","Q2.4",2019,"10",NA,1.6,0,15.9,75.6
"LTER02","Q2.4",2019,"10",27.141354255825,0,0,9.7,72.5
"LTER03","Q2.4",2019,"10",26.9936623985925,17.7,14.6,25,28.7
"LTER04","Q2.4",2019,"10",27.8805200792502,3.6,0,51.5,31.5
"LTER05","Q2.4",2019,"10",27.9649625118934,4.2,0,63.2,13.7
"LTER06","Q2.4",2019,"10",28.1402852934988,9.2,0,20.5,54.1
"LTER01","Q2.4",2020,"10",NA,0,10.8,62.4,12.9
"LTER02","Q2.4",2020,"10",28.0770432372926,0,42.6,40.1,6.6
"LTER03","Q2.4",2020,"10",28.0046496089894,0,16.8,63.2,11.6
"LTER04","Q2.4",2020,"10",27.9841966964116,0,3.6,56.6,22.5
"LTER05","Q2.4",2020,"10",28.0373661629585,0,0,72.4,10.9
"LTER06","Q2.4",2020,"10",28.459912133109,0,23,38.5,23.5
"LTER01","Q2.4",2021,"10",NA,0,29,67.2,3.2
"LTER02","Q2.4",2021,"10",28.2740736403851,0,40.6,55,3.9
"LTER03","Q2.4",2021,"10",28.2299615803291,1.6,12.8,59.6,23.4
"LTER04","Q2.4",2021,"10",28.3037828633701,0,11.1,66.1,26.9
"LTER05","Q2.4",2021,"10",28.2362619424233,0,13,77.2,8
"LTER06","Q2.4",2021,"10",NA,0,37.1,45.5,16.3
"LTER01","Q2.5",2005,"10",NA,0,0,7.2,92.7
"LTER02","Q2.5",2005,"10",27.4358790656788,0,0,70.9,29
"LTER03","Q2.5",2005,"10",27.3067898281614,0,4.1,70,24.7
"LTER04","Q2.5",2005,"10",NA,0,0,64.9,35
"LTER05","Q2.5",2005,"10",NA,0,0,70.3,29.7
"LTER06","Q2.5",2005,"10",27.5642642123462,0,0,70.1,29.9
"LTER01","Q2.5",2006,"10",NA,0,0,17.3,82.7
"LTER02","Q2.5",2006,"10",28.0066848053579,0,6.1,71.8,22.1
"LTER03","Q2.5",2006,"10",27.9247412709896,0,0,69.9,23.1
"LTER04","Q2.5",2006,"10",28.0971148989899,1.8,0,69.3,28.9
"LTER05","Q2.5",2006,"10",27.3473522301463,1.7,0,55.4,41.3
"LTER06","Q2.5",2006,"10",27.9637777438792,0,0,52.9,47.1
"LTER01","Q2.5",2007,"10",NA,0,0,56.9,43.1
"LTER02","Q2.5",2007,"10",28.0356897667161,0,12,86.8,1.2
"LTER03","Q2.5",2007,"10",28.9161595152309,1.2,1.9,48.8,46.9
"LTER04","Q2.5",2007,"10",27.9331420307505,0,0,76.7,22.7
"LTER05","Q2.5",2007,"10",28.0302540468482,0,0,56.9,43.1
"LTER06","Q2.5",2007,"10",28.0141901971231,0,0.5,45.7,53.6
"LTER01","Q2.5",2008,"10",NA,0,3.5,96.5,0
"LTER02","Q2.5",2008,"10",27.5611068818514,0,11.5,88.5,0
"LTER03","Q2.5",2008,"10",26.901772428884,1,6.6,82.7,9.1
"LTER04","Q2.5",2008,"10",27.4584466461679,0.5,0.5,72,26.5
"LTER05","Q2.5",2008,"10",27.5088246679317,1.5,0,58,40
"LTER06","Q2.5",2008,"10",27.4985380205763,0,13,59.5,26.5
"LTER01","Q2.5",2009,"10",NA,0,12.3,87.2,0.5
"LTER02","Q2.5",2009,"10",27.9294047573739,0,41.7,57.8,0.5
"LTER03","Q2.5",2009,"10",27.8308762847354,0,18,79.9,2.1
"LTER04","Q2.5",2009,"10",27.8170463974422,0,2.7,79.8,17.4
"LTER05","Q2.5",2009,"10",27.8537552325139,0,0,66,32.9
"LTER06","Q2.5",2009,"10",27.8589474084786,0,6.6,92.9,0.5
"LTER01","Q2.5",2010,"10",NA,0,0,100,0
"LTER02","Q2.5",2010,"10",27.8296715133983,0,7.3,92.7,0
"LTER03","Q2.5",2010,"10",27.7704608593066,0,1.1,98.4,0.5
"LTER04","Q2.5",2010,"10",27.75434688285,0,0.5,99.5,0
"LTER05","Q2.5",2010,"10",27.7994062119367,0,1,92.5,6.5
"LTER06","Q2.5",2010,"10",27.7881468651262,0,5.2,93.3,1.5
"LTER01","Q2.5",2011,"10",NA,0,3.2,96.8,0
"LTER02","Q2.5",2011,"10",27.1988156943334,0,5.3,94.7,0
"LTER03","Q2.5",2011,"10",27.3481164201968,0,3.7,96.3,0
"LTER04","Q2.5",2011,"10",27.1343604186489,0,3.2,89.5,6.3
"LTER05","Q2.5",2011,"10",27.4974316465004,0,0,94.5,5.5
"LTER06","Q2.5",2011,"10",27.1521394322247,0,4.8,93.6,2
"LTER01","Q2.5",2012,"10",NA,0,8.1,90.3,1.6
"LTER02","Q2.5",2012,"10",27.6908552556656,0,11.7,84,3.7
"LTER03","Q2.5",2012,"10",27.0555820404808,0,3.9,95.5,0.6
"LTER05","Q2.5",2012,"10",27.1423988133079,0,2.8,93.9,1.7
"LTER06","Q2.5",2012,"10",27.6373602673147,0,16.8,80,3.2
"LTER01","Q2.5",2013,"10",NA,0,14.3,73.1,12.5
"LTER02","Q2.5",2013,"10",27.4281327437002,0,22.8,65.6,10.6
"LTER03","Q2.5",2013,"10",27.3001222019187,0,0,86.7,0.6
"LTER04","Q2.5",2013,"10",27.2654407341126,0,4.5,89.9,3.4
"LTER06","Q2.5",2013,"10",27.3451215423303,0,6.6,79.7,12.1
"LTER01","Q2.5",2014,"10",NA,0,6,58.1,35.2
"LTER02","Q2.5",2014,"10",27.747353243686,0,0.6,78,19.8
"LTER03","Q2.5",2014,"10",27.9348737850972,0.6,0.6,92.6,1.7
"LTER04","Q2.5",2014,"10",27.6346662099414,0,0.6,87.9,6.3
"LTER05","Q2.5",2014,"10",27.7041951200944,0,0,94.6,2.6
"LTER06","Q2.5",2014,"10",27.6953348554033,1.7,2.3,74.6,18.2
"LTER01","Q2.5",2015,"10",NA,0,0,43.3,56.8
"LTER02","Q2.5",2015,"10",27.9228713888783,0,7.9,42.4,48.6
"LTER03","Q2.5",2015,"10",NA,1.2,0,96,2.9
"LTER04","Q2.5",2015,"10",27.8291361455875,0,1.1,90.1,8.2
"LTER05","Q2.5",2015,"10",27.793423803411,0.6,0.6,92.1,5.6
"LTER06","Q2.5",2015,"10",27.8670479199178,1.2,7.1,72.9,15.9
"LTER01","Q2.5",2016,"10",NA,0,0,34.6,65.4
"LTER02","Q2.5",2016,"10",28.1007888543011,0,25.7,30.2,40.8
"LTER03","Q2.5",2016,"10",27.7674599448923,9.9,0,83.5,2.7
"LTER04","Q2.5",2016,"10",27.9693481149626,6,0.5,71.7,17.8
"LTER05","Q2.5",2016,"10",28.0589241998023,1.1,0,57.5,35.8
"LTER06","Q2.5",2016,"10",28.0814179954442,0.6,3.3,71.1,17.8
"LTER01","Q2.5",2017,"10",NA,0,0,12.4,86.1
"LTER02","Q2.5",2017,"10",28.0340834507176,0,2.2,30.6,57.8
"LTER03","Q2.5",2017,"10",27.9730252613905,1.1,0,81.2,1.1
"LTER04","Q2.5",2017,"10",27.9515416238438,3.9,0,66.3,19.2
"LTER05","Q2.5",2017,"10",27.9874088035945,1.1,0,76.9,5.4
"LTER06","Q2.5",2017,"10",28.3205312733329,1.1,2.3,73.3,18.8
"LTER01","Q2.5",2018,"10",NA,0.6,0,17.9,81
"LTER02","Q2.5",2018,"10",28.4551836201598,0.5,5.3,17.1,65.3
"LTER03","Q2.5",2018,"10",28.1429816122747,0.5,5.4,73.1,4.9
"LTER04","Q2.5",2018,"10",27.8401507058375,1.1,0,61.6,31.5
"LTER05","Q2.5",2018,"10",27.8926620652837,0,3.2,45.5,39
"LTER06","Q2.5",2018,"10",27.4123889271993,2.1,1.1,54.3,27.2
"LTER01","Q2.5",2019,"10",NA,1.1,0,19.7,72.3
"LTER02","Q2.5",2019,"10",27.141354255825,0,2.1,13.4,74.3
"LTER03","Q2.5",2019,"10",26.9936623985925,19.8,14.8,46.2,6.6
"LTER04","Q2.5",2019,"10",27.8805200792502,2.7,0,46.8,44.7
"LTER05","Q2.5",2019,"10",27.9649625118934,3.8,0,66.7,3.2
"LTER06","Q2.5",2019,"10",28.1402852934988,18.4,1.7,35.8,28.5
"LTER01","Q2.5",2020,"10",NA,0,2.6,68.8,17.5
"LTER02","Q2.5",2020,"10",28.0770432372926,0,45.2,38.8,6.4
"LTER03","Q2.5",2020,"10",28.0046496089894,0,27.6,52.6,4.7
"LTER04","Q2.5",2020,"10",27.9841966964116,0,0,54.1,32.5
"LTER05","Q2.5",2020,"10",28.0373661629585,0,0,74.5,2.7
"LTER06","Q2.5",2020,"10",28.459912133109,0,4.6,51.3,29.4
"LTER01","Q2.5",2021,"10",NA,0,24.9,62.2,12.5
"LTER02","Q2.5",2021,"10",28.2740736403851,0,38,57.2,4.3
"LTER03","Q2.5",2021,"10",28.2299615803291,0,15.8,73.2,9.2
"LTER04","Q2.5",2021,"10",28.3037828633701,0,9.7,58,29
"LTER05","Q2.5",2021,"10",28.2362619424233,0,18.7,70.9,7.6
"LTER06","Q2.5",2021,"10",NA,0,46.4,37.4,14.6
"LTER01","Q2.6",2005,"10",NA,0.6,2.4,43.5,53.6
"LTER02","Q2.6",2005,"10",27.4358790656788,0,12.5,56.5,30.9
"LTER03","Q2.6",2005,"10",27.3067898281614,2.4,1.8,30.5,57.5
"LTER04","Q2.6",2005,"10",NA,0,0,72.6,27.4
"LTER05","Q2.6",2005,"10",NA,0,3.2,82.3,14.5
"LTER06","Q2.6",2005,"10",27.5642642123462,0,0,55.4,44.6
"LTER01","Q2.6",2006,"10",NA,0,0,74.6,24.8
"LTER02","Q2.6",2006,"10",28.0066848053579,0,5.3,67.3,26.9
"LTER03","Q2.6",2006,"10",27.9247412709896,1.2,0,40.1,55.8
"LTER04","Q2.6",2006,"10",28.0971148989899,0,0,83.7,16.3
"LTER05","Q2.6",2006,"10",27.3473522301463,0.6,0,85.5,13.8
"LTER06","Q2.6",2006,"10",27.9637777438792,3,0,50.3,46.7
"LTER01","Q2.6",2007,"10",NA,0,1.2,88.3,8
"LTER02","Q2.6",2007,"10",28.0356897667161,0,8.2,62.9,28.2
"LTER03","Q2.6",2007,"10",28.9161595152309,0,1.9,70.3,38.8
"LTER04","Q2.6",2007,"10",27.9331420307505,0,0,87.6,12.4
"LTER05","Q2.6",2007,"10",28.0302540468482,0,1.9,74.5,23.6
"LTER06","Q2.6",2007,"10",28.0141901971231,0,0,51.9,48
"LTER01","Q2.6",2008,"10",NA,0,3.5,91.5,4
"LTER02","Q2.6",2008,"10",27.5611068818514,0,7,78.5,13.5
"LTER03","Q2.6",2008,"10",26.901772428884,0,12.5,72,14.5
"LTER04","Q2.6",2008,"10",27.4584466461679,0.5,20.1,51.3,26.1
"LTER05","Q2.6",2008,"10",27.5088246679317,0,5.5,70,24
"LTER06","Q2.6",2008,"10",27.4985380205763,0,7.3,70.3,21.9
"LTER01","Q2.6",2009,"10",NA,0,3.5,95.5,1
"LTER02","Q2.6",2009,"10",27.9294047573739,0,23,75.4,1.6
"LTER03","Q2.6",2009,"10",27.8308762847354,0,12.6,86.4,0
"LTER04","Q2.6",2009,"10",27.8170463974422,0,7,78.5,14.4
"LTER05","Q2.6",2009,"10",27.8537552325139,0,7.3,83.8,8.3
"LTER06","Q2.6",2009,"10",27.8589474084786,0,22.7,77.3,0
"LTER01","Q2.6",2010,"10",NA,0,2.2,97.8,0
"LTER02","Q2.6",2010,"10",27.8296715133983,0,0,96.4,3.6
"LTER03","Q2.6",2010,"10",27.7704608593066,0,1.6,98.4,0
"LTER04","Q2.6",2010,"10",27.75434688285,0,2.1,84.6,13.3
"LTER05","Q2.6",2010,"10",27.7994062119367,0,1.6,91.4,6.4
"LTER06","Q2.6",2010,"10",27.7881468651262,0,2.1,97.3,0
"LTER01","Q2.6",2011,"10",NA,0,21.4,78.6,0
"LTER02","Q2.6",2011,"10",27.1988156943334,0.5,20.3,77,2.1
"LTER03","Q2.6",2011,"10",27.3481164201968,0,3.2,96.8,0
"LTER04","Q2.6",2011,"10",27.1343604186489,0,0.5,96.3,2.7
"LTER05","Q2.6",2011,"10",27.4974316465004,0,9.8,70.7,18.4
"LTER06","Q2.6",2011,"10",27.1521394322247,0,8.5,91,0
"LTER01","Q2.6",2012,"10",NA,0.6,18.3,78.9,2.2
"LTER02","Q2.6",2012,"10",27.6908552556656,0.6,25.3,68.5,5.6
"LTER03","Q2.6",2012,"10",27.0555820404808,0,8.2,91.3,0
"LTER04","Q2.6",2012,"10",27.5607759471566,0,1.6,93.7,4.7
"LTER05","Q2.6",2012,"10",27.1423988133079,0,28.1,63.8,7.4
"LTER06","Q2.6",2012,"10",27.6373602673147,0,7.5,80.6,10.7
"LTER01","Q2.6",2013,"10",NA,0,3.7,81.3,12.3
"LTER02","Q2.6",2013,"10",27.4281327437002,2.8,13.3,74.4,8.4
"LTER03","Q2.6",2013,"10",27.3001222019187,0,0.6,92.8,0
"LTER04","Q2.6",2013,"10",27.2654407341126,1.6,0.5,81.5,14.7
"LTER05","Q2.6",2013,"10",27.3269287862064,0.6,17.5,44.6,37.3
"LTER06","Q2.6",2013,"10",27.3451215423303,0,4.4,79.8,14.3
"LTER01","Q2.6",2014,"10",NA,0.6,0,61.6,37.3
"LTER02","Q2.6",2014,"10",27.747353243686,0.5,1.1,75.1,23.3
"LTER03","Q2.6",2014,"10",27.9348737850972,0,0,93.5,0
"LTER04","Q2.6",2014,"10",27.6346662099414,0,1.7,84.7,13.7
"LTER05","Q2.6",2014,"10",27.7041951200944,0,5.5,66.8,23.2
"LTER06","Q2.6",2014,"10",27.6953348554033,0,1.6,76.3,18.1
"LTER01","Q2.6",2015,"10",NA,0,0,46.7,53.3
"LTER02","Q2.6",2015,"10",27.9228713888783,0.6,2.2,69.7,27
"LTER03","Q2.6",2015,"10",NA,5,3.9,78.9,3.3
"LTER04","Q2.6",2015,"10",27.8291361455875,0,1.2,76.9,20.7
"LTER05","Q2.6",2015,"10",27.793423803411,0,3.3,54.6,37.7
"LTER06","Q2.6",2015,"10",27.8670479199178,1.3,6.3,70.4,20.1
"LTER01","Q2.6",2016,"10",NA,0,0,25.8,74.3
"LTER02","Q2.6",2016,"10",28.1007888543011,0,10.7,34.5,51.2
"LTER03","Q2.6",2016,"10",27.7674599448923,5.4,9.2,69,3.7
"LTER04","Q2.6",2016,"10",27.9693481149626,2.7,0,54.6,31.7
"LTER05","Q2.6",2016,"10",28.0589241998023,0.6,2.9,61.3,19.2
"LTER06","Q2.6",2016,"10",28.0814179954442,1.6,0,51.9,27.8
"LTER01","Q2.6",2017,"10",NA,3.2,0,10.8,81
"LTER02","Q2.6",2017,"10",28.0340834507176,1.6,5.5,27.5,59.7
"LTER03","Q2.6",2017,"10",27.9730252613905,2.3,2.3,76.1,2.9
"LTER04","Q2.6",2017,"10",27.9515416238438,0,0,48.6,48.1
"LTER05","Q2.6",2017,"10",27.9874088035945,0,0.6,42.7,49.4
"LTER06","Q2.6",2017,"10",28.3205312733329,1.1,0,54.8,39
"LTER01","Q2.6",2018,"10",NA,0.6,0,12.3,84.8
"LTER02","Q2.6",2018,"10",28.4551836201598,0.5,5.4,18.8,67.2
"LTER03","Q2.6",2018,"10",28.1429816122747,0,12.8,51.6,11.1
"LTER05","Q2.6",2018,"10",27.8926620652837,0,0,55.5,29.3
"LTER06","Q2.6",2018,"10",27.4123889271993,9.8,2.2,41.3,41.4
"LTER01","Q2.6",2019,"10",NA,1.1,0.5,6.5,89.7
"LTER02","Q2.6",2019,"10",27.141354255825,0,6.7,15.7,57.3
"LTER03","Q2.6",2019,"10",26.9936623985925,12.4,8.6,44.3,15.1
"LTER04","Q2.6",2019,"10",27.8805200792502,0.5,0,40.6,49.5
"LTER05","Q2.6",2019,"10",27.9649625118934,0.5,0,25.4,65.9
"LTER06","Q2.6",2019,"10",28.1402852934988,6.2,0,29.9,53.6
"LTER01","Q2.6",2020,"10",NA,0,7,58.3,23.5
"LTER02","Q2.6",2020,"10",28.0770432372926,0,23.6,44,24.6
"LTER03","Q2.6",2020,"10",28.0046496089894,0,20.2,40.4,21.9
"LTER04","Q2.6",2020,"10",27.9841966964116,0,1,43.7,53.8
"LTER05","Q2.6",2020,"10",28.0373661629585,0,0,63.7,20.6
"LTER06","Q2.6",2020,"10",28.459912133109,0,9.6,45.5,30.8
"LTER01","Q2.6",2021,"10",NA,0,19.4,72.8,5.7
"LTER02","Q2.6",2021,"10",28.2740736403851,0,42.7,45.8,10
"LTER03","Q2.6",2021,"10",28.2299615803291,0,14.7,70.1,14.6
"LTER04","Q2.6",2021,"10",28.3037828633701,0,8.1,54.1,35.1
"LTER05","Q2.6",2021,"10",28.2362619424233,0,18.5,38.6,37.5
"LTER06","Q2.6",2021,"10",NA,0,24.2,39.6,36.3
"LTER01","Q2.7",2005,"10",NA,9.7,1.2,38.2,50.9
"LTER02","Q2.7",2005,"10",27.4358790656788,6.4,14.6,52,26.9
"LTER03","Q2.7",2005,"10",27.3067898281614,0,3.6,61.2,51
"LTER04","Q2.7",2005,"10",NA,1.1,1.1,49.7,46.2
"LTER05","Q2.7",2005,"10",NA,0,0,42.9,57.1
"LTER06","Q2.7",2005,"10",27.5642642123462,0,0,69.4,30.6
"LTER01","Q2.7",2006,"10",NA,6.5,0,47.6,45.8
"LTER02","Q2.7",2006,"10",28.0066848053579,9.5,6.5,50,34
"LTER03","Q2.7",2006,"10",27.9247412709896,0,1.2,53.8,61
"LTER04","Q2.7",2006,"10",28.0971148989899,0,1.2,56.7,42.1
"LTER05","Q2.7",2006,"10",27.3473522301463,1.3,0,39.6,59
"LTER06","Q2.7",2006,"10",27.9637777438792,1.8,0,70,27.7
"LTER01","Q2.7",2007,"10",NA,4,0,47,46.3
"LTER02","Q2.7",2007,"10",28.0356897667161,7.5,6.8,69.6,16
"LTER03","Q2.7",2007,"10",28.9161595152309,0,3.7,47.5,58.6
"LTER04","Q2.7",2007,"10",27.9331420307505,0,1.2,46.2,52.5
"LTER05","Q2.7",2007,"10",28.0302540468482,0,0,30.4,69.5
"LTER06","Q2.7",2007,"10",28.0141901971231,0,0,71.1,28.8
"LTER01","Q2.7",2008,"10",NA,10.5,11.5,66.5,11.5
"LTER02","Q2.7",2008,"10",27.5611068818514,6.6,3.5,88.4,1.5
"LTER03","Q2.7",2008,"10",26.901772428884,0,11.2,83.2,1.5
"LTER04","Q2.7",2008,"10",27.4584466461679,0,20.6,43.7,35.7
"LTER05","Q2.7",2008,"10",27.5088246679317,0,0.5,27.8,71.7
"LTER06","Q2.7",2008,"10",27.4985380205763,0.5,7.5,77,15
"LTER01","Q2.7",2009,"10",NA,6.4,3.2,88.8,1.6
"LTER02","Q2.7",2009,"10",27.9294047573739,0,6.8,91.6,1.6
"LTER03","Q2.7",2009,"10",27.8308762847354,0,7.2,91.8,0.5
"LTER04","Q2.7",2009,"10",27.8170463974422,0,30.7,60.4,8.9
"LTER06","Q2.7",2009,"10",27.8589474084786,0,15.2,84.8,0
"LTER01","Q2.7",2010,"10",NA,4.1,0.5,95.4,0
"LTER02","Q2.7",2010,"10",27.8296715133983,0,0,99,1
"LTER03","Q2.7",2010,"10",27.7704608593066,0,1.7,98.3,0
"LTER04","Q2.7",2010,"10",27.75434688285,0,2.6,92.2,5.2
"LTER05","Q2.7",2010,"10",27.7994062119367,0,1.6,97.3,1.1
"LTER06","Q2.7",2010,"10",27.7881468651262,0,4.2,94.8,1
"LTER01","Q2.7",2011,"10",NA,2.7,5.4,91.9,0
"LTER02","Q2.7",2011,"10",27.1988156943334,3.7,7.4,87.4,1.6
"LTER03","Q2.7",2011,"10",27.3481164201968,0,5.3,93.7,0
"LTER04","Q2.7",2011,"10",27.1343604186489,0,0.5,95.1,4.3
"LTER05","Q2.7",2011,"10",27.4974316465004,0,23.2,70.2,6.7
"LTER06","Q2.7",2011,"10",27.1521394322247,0,7.1,92.3,0.5
"LTER01","Q2.7",2012,"10",NA,5.8,11.1,79.9,2.6
"LTER02","Q2.7",2012,"10",27.6908552556656,4.3,0.5,90.9,4.2
"LTER03","Q2.7",2012,"10",27.0555820404808,0,3.7,95.7,0
"LTER04","Q2.7",2012,"10",27.5607759471566,0,6.2,93.8,0
"LTER05","Q2.7",2012,"10",27.1423988133079,0,43.3,55.6,1.1
"LTER06","Q2.7",2012,"10",27.6373602673147,0,12,83.2,4.1
"LTER01","Q2.7",2013,"10",NA,1.1,0.5,88.4,10
"LTER02","Q2.7",2013,"10",27.4281327437002,8,13.4,65.8,12.7
"LTER03","Q2.7",2013,"10",27.3001222019187,0,1.1,91.9,3.8
"LTER04","Q2.7",2013,"10",27.2654407341126,0,2.3,94.3,1.7
"LTER05","Q2.7",2013,"10",27.3269287862064,0,20.1,73.2,5.6
"LTER06","Q2.7",2013,"10",27.3451215423303,0,5.4,75.5,11.9
"LTER01","Q2.7",2014,"10",NA,1.1,0,72.4,25.8
"LTER02","Q2.7",2014,"10",27.747353243686,2.9,0.6,78.6,16.3
"LTER03","Q2.7",2014,"10",27.9348737850972,0,0,91.6,4.6
"LTER04","Q2.7",2014,"10",27.6346662099414,0,0,95.8,3.6
"LTER05","Q2.7",2014,"10",27.7041951200944,0,12.6,78,4.5
"LTER06","Q2.7",2014,"10",27.6953348554033,0.6,2.2,86,7.9
"LTER01","Q2.7",2015,"10",NA,0,0.6,48.8,47.7
"LTER02","Q2.7",2015,"10",27.9228713888783,4.6,1.7,65.7,27.5
"LTER03","Q2.7",2015,"10",NA,0,0,92.7,0.6
"LTER04","Q2.7",2015,"10",27.8291361455875,0,0,91.9,7.5
"LTER05","Q2.7",2015,"10",27.793423803411,0,1.1,86.9,5.5
"LTER06","Q2.7",2015,"10",27.8670479199178,1.2,15.6,52.1,15.6
"LTER01","Q2.7",2016,"10",NA,0,0.6,29.2,69.1
"LTER02","Q2.7",2016,"10",28.1007888543011,0,17.3,45.3,36.9
"LTER04","Q2.7",2016,"10",27.9693481149626,7.9,0,74,14.8
"LTER05","Q2.7",2016,"10",28.0589241998023,0,0.6,63.9,24.5
"LTER06","Q2.7",2016,"10",28.0814179954442,0.5,2.2,53.6,29
"LTER01","Q2.7",2017,"10",NA,5.9,0,31.9,53.2
"LTER02","Q2.7",2017,"10",28.0340834507176,2.4,4.7,39.4,48.3
"LTER03","Q2.7",2017,"10",27.9730252613905,1.1,5.1,64,5.7
"LTER04","Q2.7",2017,"10",27.9515416238438,2.3,0,52,36.3
"LTER05","Q2.7",2017,"10",27.9874088035945,0,0,49.7,26.9
"LTER06","Q2.7",2017,"10",28.3205312733329,1.2,3.5,47.4,33.5
"LTER01","Q2.7",2018,"10",NA,5.5,0,26.8,66
"LTER02","Q2.7",2018,"10",28.4551836201598,0.5,6,30.1,54.1
"LTER03","Q2.7",2018,"10",28.1429816122747,1.6,6,61.4,4.9
"LTER04","Q2.7",2018,"10",27.8401507058375,1.1,0,38,54.2
"LTER06","Q2.7",2018,"10",27.4123889271993,0.5,7.7,36.1,35.6
"LTER01","Q2.7",2019,"10",NA,9.3,0,11.4,77.2
"LTER02","Q2.7",2019,"10",27.141354255825,0,0.5,30.2,59.3
"LTER03","Q2.7",2019,"10",26.9936623985925,5.9,15.1,45.2,9.7
"LTER05","Q2.7",2019,"10",27.9649625118934,0,0,34,42.9
"LTER06","Q2.7",2019,"10",28.1402852934988,1.1,1.1,34.1,40
"LTER01","Q2.7",2020,"10",NA,13.8,2.6,51.9,23.7
"LTER02","Q2.7",2020,"10",28.0770432372926,5.3,24.6,40.6,24
"LTER03","Q2.7",2020,"10",28.0046496089894,0,13.5,50,5.2
"LTER04","Q2.7",2020,"10",27.9841966964116,0,1,43.1,40.1
"LTER05","Q2.7",2020,"10",28.0373661629585,0,1.1,75.7,6.8
"LTER06","Q2.7",2020,"10",28.459912133109,0,22.4,31.8,31.3
"LTER01","Q2.7",2021,"10",NA,0,13.9,70.1,13.4
"LTER02","Q2.7",2021,"10",28.2740736403851,2.1,22.9,60.1,13.9
"LTER03","Q2.7",2021,"10",28.2299615803291,0,27.3,66.5,5.7
"LTER04","Q2.7",2021,"10",28.3037828633701,0.5,8.2,61.4,26.6
"LTER05","Q2.7",2021,"10",28.2362619424233,0,14.8,69.9,7.1
"LTER06","Q2.7",2021,"10",NA,0,49.2,31,14.4
"LTER01","Q2.8",2005,"10",NA,34.6,0,65.4,0
"LTER02","Q2.8",2005,"10",27.4358790656788,0,16.8,54.7,28.5
"LTER03","Q2.8",2005,"10",27.3067898281614,0,1.2,37.1,61.8
"LTER04","Q2.8",2005,"10",NA,0,0,76.5,23.5
"LTER05","Q2.8",2005,"10",NA,0,5.8,74.4,19.8
"LTER06","Q2.8",2005,"10",27.5642642123462,0,0,92.1,7.8
"LTER01","Q2.8",2006,"10",NA,28.4,0,71.6,0
"LTER02","Q2.8",2006,"10",28.0066848053579,0,1.8,72.3,25.9
"LTER03","Q2.8",2006,"10",27.9247412709896,0,0,34.3,59.6
"LTER04","Q2.8",2006,"10",28.0971148989899,6.7,0,63.8,29.3
"LTER05","Q2.8",2006,"10",27.3473522301463,0,4.3,74.4,21.3
"LTER06","Q2.8",2006,"10",27.9637777438792,0,0,81.1,18.8
"LTER01","Q2.8",2007,"10",NA,1.9,0,87.2,10.9
